name,class,age_group,climbing,tire_swing,swings_preschool_seats,swings_belt_seats,slides,see_saw,sand_box,hopscotch,playhouse,spring_toy,other,fencing,accessible,open,modified_date,created_date,parkname,parkaddress
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:42 PM,,Meadowbrook Park (Gloucester),"1485 Meadowbrook Road, Gloucester"
play structure,play structure,toddler,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2022-Apr-07 2:26:58 PM,2022-Apr-07 2:25:26 PM,Inspiration Park,"38A Winthrop Private, Ottawa"
play area,mixed,all,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Apr-27 10:06:19 AM,,Isaie Savage Park,"114 Saphir Avenue, Cumberland"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:42 PM,,Trojan Park,"901 Trojan Avenue, Ottawa"
play area,play area,toddler,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:05 PM,,Springhurst Park,"24 Brunswick Street, Ottawa"
play structure,play structure,toddler,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,unknown,2021-Nov-22 11:45:14 AM,,Cahill Park,"206 Twyford Street, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:32 PM,,Pinhey's Point Park,"270 Pinhey Point Road, Kanata"
play area,play area,junior,no,yes,yes,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:32 PM,,White Horse Park,"5484 Old Mill Way, Gloucester"
play structure,play structure,junior,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2017-Dec-13 2:54:56 PM,2017-Apr-28 1:32:57 PM,Pebble Trail Park,6860 Pebble Trail Way
play structure,play structure,senior,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2017-Dec-13 2:54:49 PM,2016-Feb-17 4:24:59 PM,Pebble Trail Park,6860 Pebble Trail Way
play structure,play structure,junior,no,unknown,no,no,no,yes,no,no,no,yes,no,no,no,unknown,2022-Aug-10 2:10:45 PM,,Kinsmen Park,"27 Elvina Street, Gloucester"
play structure,slide,toddler,no,no,no,no,yes,no,unknown,no,no,unknown,no,no,no,unknown,2022-Aug-10 12:22:08 PM,,Kingsmere Park,"2074 Benjamin Avenue, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2022-Aug-10 2:49:24 PM,,Laumann Park,"2 Laumann Court, Goulbourn"
play structure,tire swing,junior,no,yes,no,unknown,no,no,no,no,no,no,no,no,no,unknown,2022-Aug-10 2:18:54 PM,,Kinsmen Park,"27 Elvina Street, Gloucester"
play area,swing,senior,no,unknown,unknown,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Aug-10 2:19:05 PM,,Kinsmen Park,"27 Elvina Street, Gloucester"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Aug-10 2:48:13 PM,,Kittiwake Park,"15 Kittiwake Drive, Goulbourn"
play structure,play area,junior,no,no,no,no,no,no,no,no,no,yes,no,yes,no,unknown,2022-Aug-31 9:47:30 AM,,Mayfair Park,"361 Roxdale Avenue, Cumberland"
play structure,swing,toddler,no,no,yes,no,no,no,no,no,no,no,no,no,no,unknown,2022-Aug-31 1:52:57 PM,,McKellar Park,"539 Wavell Avenue, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,yes,no,unknown,2022-Aug-31 10:55:39 AM,,McCormick Park,"294 Carruthers Avenue, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:54 PM,,Walter Baker Park,"100 Charlie Rogers Place, Kanata"
play area,play area,toddler,no,no,no,no,no,no,no,no,no,yes,no,no,no,unknown,2018-Jan-18 2:54:54 PM,,St. Paul's Park,"469 Donald Street, Ottawa"
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:32 PM,,Sawyer's Meadow Park,"80 Sawyer Way, Kanata"
play area,play area,toddler,no,no,no,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:38 PM,,Sunray Park,"22 Sunray Crescent, Goulbourn"
play area,play area,junior,yes,no,no,no,no,no,no,no,no,yes,no,no,no,unknown,2018-Jan-18 2:54:38 PM,,Reid Park,"40 Reid Avenue, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:49 PM,,Rowe Park,"341 Davis Avenue, Kanata"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,yes,no,no,no,unknown,2018-Jan-18 2:54:49 PM,,Sewell Park,"15 Sewell Way, Kanata"
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:49 PM,,Insmill Park,"67 Insmill Crescent, Kanata"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:49 PM,,Shirley's Brook Park,"5 Shirley's Brook Drive, Kanata"
play structure,play structure,junior,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,unknown,2021-Nov-22 11:43:21 AM,,Cahill Park,"206 Twyford Street, Ottawa"
play area,play area,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:11 PM,,Stewart Martin Park,"2552 Market Street, Cumberland"
play area,play area,junior,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,unknown,2018-Jan-18 2:55:10 PM,,St-Laurent Complex / Don Gamble Community Centre,"525 Côté Street, Ottawa"
play structure,swing,All,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2022-Aug-19 2:51:29 PM,2020-Oct-23 8:42:05 AM,Leather Leaf Park,235 Leather Leaf Terrace
play structure,swing,all,no,no,yes,yes,unknown,no,no,no,no,no,no,no,no,unknown,2021-Sep-29 10:10:15 AM,,Bob Rainboth Park,"2193 East Acres Road, Gloucester"
play area,mixed,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Sep-01 9:52:02 AM,,Meadowbrook Park (Rideau),"2972 Danbury Way, Rideau"
play area,play structure,all,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,unknown,2021-Sep-28 1:30:36 PM,2021-Sep-28 1:27:23 PM,Dowitcher Park,50 Dowitcher Grove
play structure,play structure,toddler,yes,no,no,no,yes,no,no,no,yes,unknown,no,no,no,unknown,2021-Sep-29 10:07:40 AM,,Bob Rainboth Park,"2193 East Acres Road, Gloucester"
play area,play structure,all,yes,unknown,unknown,unknown,yes,yes,yes,yes,yes,yes,unknown,unknown,yes,unknown,2021-Sep-28 1:30:14 PM,2021-Sep-28 1:27:27 PM,Dowitcher Park,50 Dowitcher Grove
play area,mixed,junior,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Sep-01 2:14:27 PM,,Merivale Gardens Park,"25 Bie Street, Nepean"
play structure,play structure,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2018-Jan-18 2:54:49 PM,,Rodeo Park,"175 Rodeo Drive, Nepean"
play area,play area,toddler,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,unknown,2018-Jan-18 2:55:42 PM,,Stonecrest Park,"220 Stoneway Drive, Nepean"
play area,play area,toddler,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,unknown,2018-Jan-18 2:55:42 PM,,Pheasant Run Park,"18 Pheasant Run Drive, Nepean"
play area,mixed,toddler,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,unknown,2021-Nov-29 3:22:50 PM,,Claudette Cain Park,"660 River Road, Gloucester"
play structure,play structure,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2018-Jan-18 2:54:38 PM,2016-Feb-17 4:14:13 PM,Overbrook Park,"33 Quill Street, Ottawa"
play area,play area,toddler,no,no,no,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:42 PM,,Meadowbrook Park (Gloucester),"1485 Meadowbrook Road, Gloucester"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:45 PM,,Ridge Park,"1943 Elmridge Drive, Gloucester"
play structure,swing,junior,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2022-Sep-06 3:48:40 PM,12/10/2015 11:54:24 AM,Nault Park,"325 St. Denis Street, Vanier"
play area,play area,junior,no,no,no,yes,no,no,no,no,no,yes,no,no,no,unknown,2018-Jan-18 2:55:11 PM,,Sue Nickerson Park,"88 Knudson Drive, Kanata"
play structure,swing,junior,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2022-Sep-06 2:02:03 PM,2016-Apr-20 4:10:54 PM,Mountain Meadows Park,"3740 Mountain Meadows Crescent, Gloucester"
play area,mixed,junior,yes,yes,no,no,no,no,no,unknown,no,no,yes,no,no,unknown,2022-Sep-06 3:25:59 PM,,Nairn Park,"141 Kincardine Drive, Kanata"
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,yes,no,no,no,unknown,2022-Sep-06 2:09:46 PM,,Mowat Farm Park,"100 Fable Street, Nepean"
play area,play area,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2018-Jan-18 2:54:45 PM,,Pinecrest Recreation Complex and Park,"2250 Torquay Avenue, Ottawa"
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:05 PM,,Sawmill Creek Pool Park,"3380 D'Aoust Avenue, Gloucester"
play area,play area,toddler,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,unknown,2018-Jan-18 2:55:00 PM,,Sawmill Creek Pool Park,"3380 D'Aoust Avenue, Gloucester"
play area,mixed,junior,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,unknown,2022-Mar-24 11:48:47 AM,,Galetta Community Centre,"119 Darwin Street, West Carleton"
play area,mixed,junior,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,unknown,2021-Dec-10 3:23:05 PM,,Doug Frobel Park,"16 Rowley Avenue, Nepean"
play area,play area,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:57 PM,,Steve MacLean Park,"1190 Deer Park Road, Nepean"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Dec-09 4:44:48 PM,,Delorme Park,"6591 Delorme Avenue, Gloucester"
play structure,slide,junior,no,no,no,no,yes,no,no,no,no,no,no,no,no,unknown,2021-Dec-09 4:47:16 PM,,Delorme Park,"6591 Delorme Avenue, Gloucester"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Oct-20 9:39:37 AM,,Balena Park,"1640 Devon Street, Ottawa"
play area,mixed,junior,no,no,yes,yes,yes,yes,no,no,no,yes,yes,no,no,unknown,2022-Feb-16 3:11:29 PM,,Edward Craig Park,"6480 Doctor Blair Crescent, Rideau"
play area,mixed,all,no,no,yes,yes,no,no,yes,no,no,yes,yes,no,yes,unknown,2022-Aug-11 12:01:05 PM,,Lakeview Park,"62 A Horner Drive, Nepean"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Aug-19 1:03:35 PM,,Laura Dubois Park,"24 Shetland Way, Kanata"
play structure,play structure,junior,no,no,no,no,no,yes,no,no,no,yes,no,no,no,unknown,2022-Aug-19 12:34:20 PM,,Laroche Park,"51 Stonehurst Avenue, Ottawa"
play area,mixed,senior,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,yes,unknown,2022-Aug-19 2:41:16 PM,2018-Feb-27 4:18:35 PM,LeBoutillier Park,301 Leboutillier Avenue
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:49 PM,,Pheasant Run Park,"18 Pheasant Run Drive, Nepean"
play structure,mixed,junior,no,no,no,no,no,no,no,no,no,no,yes,no,no,unknown,2022-Mar-31 2:17:16 PM,,Heatherington Park,"1560 Heatherington Road, Ottawa"
play area,play structure,toddler,unknown,unknown,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,yes,unknown,2022-Apr-05 2:25:38 PM,2016-Feb-17 3:09:36 PM,Hibiscus Park,"990 Cobble Hill Drive, Nepean"
play structure,swing,junior,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2022-Apr-05 3:05:21 PM,2022-Apr-05 2:59:36 PM,Hillside Estates Park,"2660 Pierrette Drive, Cumberland"
play structure,slide,junior,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2022-Apr-05 3:05:24 PM,2022-Apr-05 2:59:50 PM,Hillside Estates Park,"2660 Pierrette Drive, Cumberland"
play structure,climber,senior,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2022-Apr-05 3:08:35 PM,2022-Apr-05 3:07:21 PM,Hillside Estates Park,"2660 Pierrette Drive, Cumberland"
play area,mixed,junior/sr,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Apr-06 3:21:40 PM,,Huntley Community Centre,"108 Juanita Avenue, West Carleton"
play area,play area,toddler,no,no,no,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:49 PM,,Pauline Vanier Park,"1015 Harkness Avenue, Ottawa"
play area,play area,toddler,no,no,yes,no,no,yes,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:49 PM,,Redpine Park,"11 Redpine Drive, Nepean"
play area,mixed,junior,no,no,no,no,yes,no,no,no,no,no,yes,no,no,unknown,2022-Sep-01 10:57:03 AM,,Meadowvale Terrace Park,"1205 Trenton Avenue, Ottawa"
play structure,track ride,junior,no,no,no,no,no,no,no,no,no,no,yes,no,no,unknown,2021-Nov-29 2:10:49 PM,,Clarke Fields Park,"93 Houlahan Street, Nepean"
play area,play area,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2018-Jan-18 2:55:50 PM,,Millers Point Park,"474 Lockmaster Crescent, Goulbourn"
play area,play area,toddler,no,no,no,no,no,no,yes,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:49 PM,,Whittle-Winter Park,"6621 Dorack Drive, Rideau"
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:49 PM,,Dr. John Hopps Park,"300 Den Haag Drive, Ottawa"
play area,play area,,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2018-Jan-18 2:55:49 PM,1/8/2016 2:15:26 PM,Springhurst Park,"24 Brunswick Street, Ottawa"
play area,play area,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2018-Jan-18 2:55:49 PM,2016-Feb-09 10:22:59 AM,Ouellette Park,"530 Strasbourg Street, Cumberland"
play area,play area,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2018-Jan-18 2:55:49 PM,2016-Feb-09 10:23:03 AM,Ouellette Park,"530 Strasbourg Street, Cumberland"
play structure,track ride,senior,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,unknown,2021-Nov-01 1:55:05 PM,2021-Nov-01 1:50:47 PM,Brewer Park,"100 Brewer Way, Ottawa"
play structure,play structure,toddler,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,unknown,2021-Nov-01 1:40:22 PM,,Brewer Park,"100 Brewer Way, Ottawa"
play area,mixed,all,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,unknown,2022-Sep-06 11:29:49 AM,,Mooney's Bay Park,"2960 Riverside Drive, Ottawa"
play area,mixed,junior,unknown,no,yes,unknown,unknown,no,no,no,unknown,no,no,no,no,unknown,2022-Sep-06 2:02:44 PM,,Mountain Meadows Park,"3740 Mountain Meadows Crescent, Gloucester"
play area,play area,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2018-Jan-18 2:55:11 PM,,Provence Park,"2095 Provence Avenue, Cumberland"
play structure,swing,junior,unknown,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Aug-10 11:54:46 AM,,Kings Grant Park,"30 Queenston Drive / 36 Dr. Neelan Drive, Richmond"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,yes,no,no,unknown,2022-Aug-10 3:14:44 PM,,Klondike Road Park,"1365 Halton Terrace, Kanata"
play area,mixed,junior,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,no,unknown,2022-Aug-29 3:00:25 PM,,Manor Park,"100 Braemar Street, Ottawa"
play area,mixed,junior,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,unknown,2022-Aug-29 3:45:16 PM,,Manordale Park,"60 Knoxdale Road, Nepean"
play area,mixed,toddler,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,unknown,yes,unknown,2022-Aug-29 2:34:26 PM,2016-Feb-29 2:37:12 PM,Mancini Park,110 Mancini Way
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:01 PM,,Chris Bracken Park,"5545 South River Drive, Rideau"
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:00 PM,,Tanglewood Park,"30 Woodfield Drive, Nepean"
play area,swing,junior,no,unknown,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Aug-30 2:33:28 PM,,Marlene Catterall Park,"2955 Michèle Drive, Ottawa"
play area,mixed,junior,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,unknown,2022-Feb-23 9:09:33 AM,,Centennial Park,"5572 Doctor Leach Drive, Rideau"
play structure,play structure,toddler,no,no,no,no,yes,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:56 PM,,,
play area,play area,toddler,no,no,no,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:56 PM,,Riverview Park,"256 Knox Crescent, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,yes,no,no,unknown,2021-Dec-13 11:21:41 AM,,Dr. John Hopps Park,"300 Den Haag Drive, Ottawa"
play area,play area,senior,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:56 PM,,Walter Baker Park,"100 Charlie Rogers Place, Kanata"
play area,play area,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:57 PM,,Whitehaven / George C. Brown Park,"970 Parkhaven Avenue, Ottawa"
play structure,play structure,junior,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,no,unknown,2021-Dec-13 3:43:06 PM,2021-Dec-13 3:40:10 PM,Dunollie Park,"2057 Dunollie Crescent, Kanata"
play area,play area,junior,no,no,no,no,no,yes,no,no,no,no,yes,no,no,unknown,2021-Dec-13 4:14:51 PM,,Dunrobin Community Centre,"1151 Thomas A. Dolan Parkway, West Carleton"
play area,play area,junior,no,no,yes,no,no,no,no,no,no,yes,no,no,no,unknown,2018-Jan-18 2:54:56 PM,,Whiterock Park,"1245 Matheson Road, Gloucester"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:57 PM,,St. Paul's Park,"469 Donald Street, Ottawa"
play structure,spring toy,toddler,no,no,no,no,no,no,no,no,no,yes,no,no,no,unknown,2022-Aug-19 3:24:50 PM,,Ledbury Park and Pavilion,"1250 Ledbury Avenue, Ottawa"
play structure,swing,toddler,no,no,yes,unknown,no,no,no,no,no,no,no,no,no,unknown,2022-Apr-06 2:44:32 PM,,Hummingbird Park,"17 Upwood Street, Ottawa"
play structure,play structure,todler,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2022-Apr-06 1:40:31 PM,,Houlahan Park and West Houlahan Park,"44 Tartan Drive, Nepean"
play structure,play structure,junior,no,no,no,no,no,yes,no,no,no,yes,no,no,no,unknown,2022-Apr-06 2:46:41 PM,,Hummingbird Park,"17 Upwood Street, Ottawa"
play area,play area,senior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:36 PM,,Vernon Park,"7814 Lawrence Street, Osgoode"
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,no,no,yes,no,unknown,2018-Jan-18 2:55:36 PM,,Queenswood Heights Centennial Park and Community Centre,"1485 Duford Drive, Cumberland"
play area,play area,toddler,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:56 PM,,St. Luke's Park,"166 Frank Street, Ottawa"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Nov-26 1:20:18 PM,,Chapel Hill Park,"1556 Forest Valley Drive, Gloucester"
play structure,play house,toddler,no,no,no,no,no,no,no,no,yes,no,no,no,no,unknown,2022-Aug-22 3:32:15 PM,,Lincoln Heights Park,"265 Britannia Road, Ottawa"
play area,mixed,all,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,unknown,2022-Aug-22 3:30:24 PM,,Lincoln Heights Park,"265 Britannia Road, Ottawa"
play structure,play structure,junior,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,unknown,2021-Nov-26 1:23:05 PM,,Chapel Hill Park,"1556 Forest Valley Drive, Gloucester"
play area,play area,junior,no,no,no,no,no,no,no,no,no,yes,no,no,no,unknown,2018-Jan-18 2:54:56 PM,,Ravenscroft Park,"126 Shirley's Brook Drive, Kanata"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:46 PM,,Steve MacLean Park,"1190 Deer Park Road, Nepean"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:46 PM,,Sheffield Glen Park,"2320 Southvale Crescent, Ottawa"
play structure,mixed,senior,yes,no,no,yes,yes,no,no,no,unknown,no,unknown,no,no,unknown,2021-Nov-01 1:59:00 PM,,Brewer Park,"100 Brewer Way, Ottawa"
play structure,play structure,senior,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,unknown,2022-Sep-02 9:08:15 AM,2017-Nov-10 2:51:13 PM,Millstone Park,420 de la Famille-Laporte Avenue
play area,play area,toddler,no,no,no,yes,no,no,no,no,no,yes,no,no,no,unknown,2022-Sep-02 10:52:23 AM,,Nanaimo Park,"48 Nanaimo Drive, Nepean"
play structure,swing,junior,no,no,no,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Sep-06 11:52:09 AM,,Morrison Park,"1095 Morrison Drive, Ottawa"
play area,mixed,junior,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,no,unknown,2022-Sep-06 3:47:17 PM,12/10/2015 11:54:20 AM,Nault Park,"325 St. Denis Street, Vanier"
play area,play area,toddler,no,no,no,no,no,yes,no,no,no,yes,no,no,no,unknown,2022-Sep-06 11:51:08 AM,,Morrison Park,"1095 Morrison Drive, Ottawa"
play structure,swing,toddler,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,unknown,2022-Sep-06 4:12:39 PM,,Navan Centennial Park,3591 Wickham Court
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:10 PM,,Reid Park,"40 Reid Avenue, Ottawa"
play structure,play structure,toddler,no,no,no,no,yes,no,no,no,yes,yes,no,yes,no,unknown,2022-Sep-06 4:11:05 PM,,Navan Centennial Park,3591 Wickham Court
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Sep-06 2:10:42 PM,,Mowat Farm Park,"100 Fable Street, Nepean"
play area,mixed,junior,unknown,yes,yes,unknown,no,no,no,no,no,no,unknown,no,no,unknown,2022-Aug-30 9:33:45 AM,,Marathon Park,"210 Linda Loop, West Carleton"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Aug-30 3:02:45 PM,,Marquis Park,"1913 Marquis Avenue, Gloucester"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:01 PM,,St-Laurent Complex / Don Gamble Community Centre,"525 Côté Street, Ottawa"
play structure,swing,junior,no,no,unknown,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Dec-09 2:16:39 PM,,Dale Park,"1590 Alta Vista Drive, Ottawa"
play area,mixed,all,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,unknown,2021-Oct-18 2:03:10 PM,,Appleford Park,"1879 Appleford Street, Gloucester"
play structure,play structure,toddler,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,unknown,2021-Oct-19 11:13:41 AM,,Armstrong Park (Old Ottawa),"69 Armstrong Street, Ottawa"
play structure,play structure,junior,yes,no,no,no,yes,no,no,no,no,no,no,no,no,unknown,2021-Oct-21 10:02:32 AM,,Barrington Park,"1705 Orléans Boulevard, Gloucester"
play structure,play structure,toddler,no,no,no,no,yes,no,no,no,yes,no,no,no,no,unknown,2021-Oct-25 1:27:02 PM,,Bilberry Park,"6600 Bilberry Drive, Gloucester"
play area,swing,all,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Oct-25 2:58:25 PM,,Billings Park,"495 Billings Avenue, Ottawa"
play area,mixed,senior,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,unknown,2022-Feb-23 1:39:09 PM,,Elizabeth Manley Park,"1161 Blohm Drive, Ottawa"
play area,swing,toddler,no,unknown,yes,no,no,no,no,no,no,no,no,no,no,unknown,2022-Feb-23 1:30:53 PM,,Elizabeth Manley Park,"1161 Blohm Drive, Ottawa"
play area,mixed,all,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,unknown,2021-Nov-26 10:12:40 AM,,Centrepointe Park,"260 Centrepointe Drive, Nepean"
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:05 PM,,Cathcart Park,"219 Cathcart Street, Ottawa"
play area,play area,senior,no,no,yes,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:05 PM,,Winterwood Park,"1844 Johnston Road, Ottawa"
play area,mixed,junior,no,no,no,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Mar-25 2:09:16 PM,,Gesner Court Park,"25 Gesner Court, Kanata"
play area,mixed,junior,unknown,no,yes,yes,unknown,no,no,no,no,no,yes,no,no,unknown,2022-Apr-29 1:39:06 PM,,Jeanne D'Arc Park,"1155 St. Moritz Court, Gloucester"
play structure,play structure,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2018-Jan-18 2:55:05 PM,,Provence Park,"2095 Provence Avenue, Cumberland"
