name,class,age_group,climbing,tire_swing,swings_preschool_seats,swings_belt_seats,slides,see_saw,sand_box,hopscotch,playhouse,spring_toy,other,fencing,accessible,open,modified_date,created_date,parkname,parkaddress
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Dec-07 3:56:43 PM,,Crantham Park,"11 Crantham Crescent, Goulbourn"
play structure,swing,junior,unknown,unknown,yes,no,no,no,no,no,no,no,no,no,no,unknown,2021-Dec-08 9:51:04 AM,,Crossing Bridge Park,"27 Hobin Street, Goulbourn"
play structure,swing,junior,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2022-Mar-29 10:58:59 AM,2022-Mar-29 10:55:39 AM,Greely West Park,"6485 Greely West Drive, Osgoode"
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,yes,no,no,no,unknown,2022-Mar-29 2:54:28 PM,,Greenpointe Park,"29 Greenpointe Drive, Nepean"
play area,mixed,junior,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,unknown,2022-Mar-29 10:55:08 AM,,Greely West Park,"6485 Greely West Drive, Osgoode"
play area,play area,toddler,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,unknown,2018-Jan-18 2:54:32 PM,,Stinson Park,"80 Queensbury Drive, Nepean"
play area,mixed,junior,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,unknown,2022-Mar-29 11:34:59 AM,,Green Briar Park,"2 Rochon Way, Kanata"
play structure,play structure,junior,no,no,no,no,yes,no,no,no,no,no,no,no,no,unknown,2021-Oct-19 3:29:20 PM,,Avebury Park,"2126 Avebury Drive, Cumberland"
play structure,play structure,junior,yes,no,no,no,yes,no,no,no,no,no,no,no,no,unknown,2021-Oct-19 4:02:08 PM,,Bairds Park,"2388 Fitzroy Street, West Carleton"
play structure,swing,all,no,no,yes,yes,unknown,no,no,no,no,unknown,no,no,no,unknown,2021-Oct-19 3:40:15 PM,,Baden Park,"3900 Autumnwood Street, Gloucester"
play structure,swing,all,no,yes,no,unknown,no,no,no,no,no,yes,no,no,no,unknown,2021-Oct-19 1:29:54 PM,,Arnott Park,"691 Hartman Crescent, Ottawa"
play structure,play structure,all,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,unknown,2021-Oct-19 1:30:36 PM,,Arnott Park,"691 Hartman Crescent, Ottawa"
play structure,play structure,junior,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2021-Oct-19 1:31:32 PM,2016-Feb-17 1:41:37 PM,Arnott Park,"691 Hartman Crescent, Ottawa"
play structure,play structure,all,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,unknown,2021-Oct-19 3:41:08 PM,,Baden Park,"3900 Autumnwood Street, Gloucester"
play area,swing,toddler,no,no,yes,no,no,no,no,no,unknown,no,no,no,no,unknown,2021-Oct-19 1:33:10 PM,,Arnott Park,"691 Hartman Crescent, Ottawa"
play structure,swing,all,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Oct-19 2:08:36 PM,,Ashton Park and Cavanagh Community Centre,"8930 Flewellyn Road, Goulbourn"
play structure,swing,all,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Oct-19 4:01:37 PM,,Bairds Park,"2388 Fitzroy Street, West Carleton"
play area,swing,junior,no,no,unknown,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Oct-19 1:33:56 PM,,Arnott Park,"691 Hartman Crescent, Ottawa"
play area,play area,toddler,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,unknown,2022-Apr-01 9:40:20 AM,,Hemlock Park,"361 Meadow Park Place, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2022-Apr-01 10:10:21 AM,,Henry Park,"1420 Mulligan Street, Gloucester"
play structure,play structure,toddler,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,2022-Apr-01 10:15:44 AM,2021-Dec-10 11:21:38 AM,Dogwood Park and Munster Hamlet Community Centre,"2890 Munster Road, Goulbourn"
play structure,play structure,junior,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,no,unknown,2022-Apr-01 1:55:59 PM,,Heron-Walkley Park,"1430 Heron Road, Ottawa"
play structure,swing,junior,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,no,unknown,2022-Apr-01 1:56:12 PM,,Heron-Walkley Park,"1430 Heron Road, Ottawa"
play structure,tire swing,toddler,no,yes,no,unknown,no,no,no,no,no,unknown,no,no,no,unknown,2022-Apr-01 10:16:22 AM,,Henry Park,"1420 Mulligan Street, Gloucester"
play structure,play structure,junior,no,no,no,no,no,yes,no,no,no,yes,no,no,no,unknown,2022-Apr-01 10:34:38 AM,,Herb Johnston Park,"7035 Cosgrove Avenue, Osgoode"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Apr-01 10:35:51 AM,,Herb Johnston Park,"7035 Cosgrove Avenue, Osgoode"
play area,play area,senior,no,no,no,no,no,no,no,no,no,no,yes,no,no,unknown,2021-Oct-25 11:58:18 AM,,Longleaf Park,"5831 Gladewoods Place, Gloucester"
play structure,swing,toddler,no,no,yes,unknown,no,no,no,no,no,no,no,no,no,unknown,2022-Apr-01 11:49:25 AM,,Heron Park,999 Heron Road
play area,play structure,junior,no,no,no,no,no,yes,no,no,yes,yes,no,yes,no,unknown,2022-Apr-01 1:31:30 PM,,Heron Road Community Centre,"1480 Heron Road, Ottawa"
play area,spring toy,junior,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,unknown,2021-Dec-08 11:45:05 AM,,Cumberland Millennium Sports Park,"100 Millennium Boulevard, Cumberland"
play structure,play structure,junior,unknown,no,no,no,unknown,no,no,no,no,no,no,no,no,unknown,2021-Dec-10 11:05:06 AM,,Dog Bone Park,"5 Morton Drive, Kanata"
play structure,swing,all,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Dec-10 11:05:21 AM,,Dog Bone Park,"5 Morton Drive, Kanata"
play area,mixed,junior,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Dec-10 11:37:36 AM,,Dogwood Park and Munster Hamlet Community Centre,"2890 Munster Road, Goulbourn"
play structure,play structure,toddler,unknown,no,no,no,yes,no,no,no,no,no,no,no,no,unknown,2021-Oct-21 10:03:33 AM,,Barrington Park,"1705 Orléans Boulevard, Gloucester"
play structure,swing,toddler,no,no,yes,no,no,no,no,no,no,no,no,no,no,unknown,2021-Oct-21 9:57:25 AM,,Barrington Park,"1705 Orléans Boulevard, Gloucester"
play structure,swing,toddler,no,no,no,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Oct-21 10:01:17 AM,,Barrington Park,"1705 Orléans Boulevard, Gloucester"
play area,swing,all,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Oct-21 11:07:17 AM,,Barry Mullen Park,"152 Grandview Road, Nepean"
play structure,play structure,junior,no,yes,no,no,yes,no,no,no,no,no,no,no,no,unknown,2021-Oct-21 11:18:23 AM,,Barwell Park,921 Alenmede Crescent
play structure,swing,all,unknown,yes,no,no,unknown,no,unknown,no,no,unknown,unknown,no,no,unknown,2021-Oct-21 1:14:44 PM,,Bayshore Park,"175 Woodridge Crescent, Nepean"
play structure,play structure,toddler,no,no,no,no,unknown,yes,no,no,no,yes,no,no,no,unknown,2022-Apr-01 2:44:13 PM,,Hewitt Park,"474 Pickford Drive, Kanata"
play structure,swing,all,no,no,yes,no,no,no,no,no,no,no,no,no,no,unknown,2021-Oct-21 1:24:12 PM,,Bayshore Park,"175 Woodridge Crescent, Nepean"
play area,mixed,all,yes,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,unknown,2021-Oct-21 3:33:57 PM,,Bearbrook Park and Pool,"99 Bearbrook Road, Gloucester"
play area,play structure,all,yes,no,yes,no,yes,no,yes,no,yes,yes,no,no,no,unknown,2021-Oct-21 2:55:55 PM,,Beacon Hill North Recreation Centre,"2130 Radford Court, Gloucester"
play structure,swing,junior,no,no,unknown,yes,no,no,no,no,no,unknown,no,no,no,unknown,2021-Oct-21 1:54:49 PM,,Bayview Friendship Park,"128 Bayview Station Road, Ottawa"
play structure,swing,all,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Oct-21 11:28:03 AM,,Bateman Park,"24 Bateman Drive, Nepean"
play structure,play structure,all,yes,no,no,no,yes,no,no,no,no,yes,yes,no,yes,unknown,2021-Oct-21 11:31:34 AM,,Bateman Park,"24 Bateman Drive, Nepean"
play structure,play structure,all,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,unknown,2021-Oct-21 1:53:29 PM,,Bayview Friendship Park,"128 Bayview Station Road, Ottawa"
play structure,play structure,junior,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2021-Oct-21 9:33:09 AM,,Barrhaven Mews Park,"1010 Andora Avenue, Nepean"
play structure,play structure,junior,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,2021-Oct-21 11:38:10 AM,2021-Oct-21 11:36:35 AM,Bathgate Park,"724 Bathgate Drive, Ottawa"
play structure,swing,all,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2021-Oct-21 1:21:19 PM,2021-Oct-21 1:19:04 PM,Bayshore Park,"175 Woodridge Crescent, Nepean"
play area,play structure,junior,yes,no,no,no,yes,no,no,no,no,yes,no,yes,no,unknown,2021-Oct-25 11:44:29 AM,,Big Bird Park,"936 Lawnsberry Drive, Cumberland"
play structure,climber,all,yes,no,no,unknown,no,no,no,yes,no,no,no,no,no,unknown,2021-Oct-25 4:19:05 PM,,Bingham Park,"145 Cathcart Street, Ottawa"
play structure,play structure,senior,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2021-Sep-01 10:10:16 AM,2020-Oct-27 9:12:56 AM,Tulip Tree Park,520 Tulip Tree Way
play structure,play structure,all,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2021-Sep-01 11:48:23 AM,2020-Oct-23 3:25:47 PM,Patrick Dugas Park,550 Compass Street
play structure,play structure,all,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2021-Sep-02 10:02:28 AM,2020-Oct-26 1:10:07 PM,Rouncey Park,590 Rouncey Road
play structure,play structure,all,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,yes,unknown,2021-Sep-01 11:47:20 AM,2020-Oct-26 3:57:34 PM,Sweetvalley Park,180 Sweetvalley Drive
play structure,play structure,all,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2021-Sep-01 11:07:45 AM,2020-Oct-27 9:13:05 AM,Tulip Tree Park,520 Tulip Tree Way
play structure,play structure,all,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2021-Sep-01 2:26:35 PM,2020-Oct-27 10:19:38 AM,William Bradley Park,22 Porter Street
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Nov-24 3:30:13 PM,,Cathcart Park,"219 Cathcart Street, Ottawa"
play structure,swing,junior,no,no,yes,no,no,no,no,no,no,no,no,unknown,no,unknown,2022-Feb-16 11:40:27 AM,,Dutchie's Hole Park,154 Mann Avenue
play area,play area,toddler,no,no,no,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-29 3:01:03 PM,,Roy Duncan Park,"295 Churchill Avenue North, Ottawa"
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-29 3:01:25 PM,,Roy Duncan Park,"295 Churchill Avenue North, Ottawa"
play structure,sandbox,junior,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,yes,unknown,2021-Nov-24 2:40:55 PM,2018-Feb-28 2:52:59 PM,Cassandra Park,3000 Cassandra Street
play area,play area,junior,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,unknown,2018-Jan-18 2:55:31 PM,,Scisson's Park,"96 Bridle Park Drive, Kanata"
play area,play area,junior,yes,no,no,no,yes,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:32 PM,,Walkley Albion Park,2930 Albion Road North
play area,play area,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2018-Jan-18 2:55:31 PM,,Spratt Park,"4191 Spratt Road, Gloucester"
play area,play area,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2018-Jan-18 2:55:32 PM,,Tempest Park,"201 Tempest Drive, Goulbourn"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:32 PM,,Roundhay Park / Starwood Park,"31 Roundhay Drive, Nepean"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:32 PM,,Sawmill Creek Pool Park,"3380 D'Aoust Avenue, Gloucester"
play structure,tire swing,junior,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown,2021-Dec-06 3:19:30 PM,,Craig Henry Park,"135 Craig Henry Drive, Nepean"
play area,mixed,junior,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,unknown,2021-Dec-06 3:18:19 PM,,Craig Henry Park,"135 Craig Henry Drive, Nepean"
play area,play area,junior,no,no,no,no,no,no,yes,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:36 PM,,R. George Pushman Park,"1270 Pebble Road, Ottawa"
play area,play area,senior,no,no,yes,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:36 PM,,Sandalwood Park,"2850 Sandalwood Drive, Ottawa"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,unknown,2021-Dec-08 8:37:39 AM,2020-Oct-21 9:37:31 AM,Creekview Park,505 Creekview Way
play area,mixed,all,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,unknown,2021-Dec-09 4:46:33 PM,,Delorme Park,"6591 Delorme Avenue, Gloucester"
play area,play area,junior,yes,unknown,unknown,unknown,yes,unknown,yes,unknown,unknown,unknown,yes,unknown,yes,unknown,2020-Jun-24 11:37:16 AM,2020-Jun-24 10:22:07 AM,Serenade Park,395 Serenade Crescent
play structure,swing,junior,no,no,yes,yes,no,no,no,no,unknown,unknown,no,no,no,unknown,2022-Jun-01 11:26:37 AM,,Judge Park,"837 Grenon Avenue, Ottawa"
play area,mixed,junior,yes,no,yes,yes,yes,no,no,no,no,yes,unknown,no,no,unknown,2022-Jun-01 9:37:58 AM,,Joshua Bradley Park,"64 Centrepark Drive, Gloucester"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,yes,no,no,no,unknown,2022-Jun-01 11:27:01 AM,,Judge Park,"837 Grenon Avenue, Ottawa"
play area,mixed,all,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,unknown,2022-Jun-01 1:08:06 PM,,Jules Morin Park,"400 Clarence Street East, Ottawa"
play structure,swing,all,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Jun-01 1:31:20 PM,,Kaladar Park,"2554 Kaladar Avenue, Ottawa"
play structure,ball toss,junior,no,no,unknown,no,no,no,no,no,no,no,yes,no,no,unknown,2022-Jun-01 10:23:15 AM,,Josie Anselmo Memorial Park,"6499 Princiotta Street, Osgoode"
play area,swing,junior,no,yes,yes,yes,no,unknown,no,no,no,no,no,no,no,unknown,2022-Jun-01 10:23:18 AM,,Josie Anselmo Memorial Park,"6499 Princiotta Street, Osgoode"
play area,mixed,senior,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2021-Dec-10 9:09:42 AM,2016-Jun-22 11:27:31 AM,Diamond Jubilee Park,"2810 Findlay Creek Drive / 4008 Kelly Farm Drive, Gloucester"
play structure,swing,junior,unknown,yes,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2021-Dec-10 9:11:41 AM,2016-Jun-22 11:27:35 AM,Diamond Jubilee Park,"2810 Findlay Creek Drive / 4008 Kelly Farm Drive, Gloucester"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:38 PM,,Fallingbrook Park,"681 Deancourt Crescent, Cumberland"
play area,play area,junior,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,unknown,2018-Jan-18 2:54:39 PM,,Silverbirch Park,"6105 Silverbirch Street, Gloucester"
play structure,swing,toddler,no,no,no,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Nov-01 9:50:51 AM,,Brantwood Park,"39 Onslow Crescent, Ottawa"
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:38 PM,,Tintern Park,"1314 Tintern Drive, Osgoode"
play structure,swing,toddler,no,no,no,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Nov-01 9:50:49 AM,,Brantwood Park,"39 Onslow Crescent, Ottawa"
play structure,swing,junior,no,no,unknown,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Nov-01 9:42:06 AM,,Brantwood Park,"39 Onslow Crescent, Ottawa"
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:38 PM,,David Shentow Park,"590 Tillbury Avenue, Ottawa"
play area,mixed,all,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2022-Feb-24 9:59:05 AM,2019-Jan-14 3:19:09 PM,Evergreen Park,"906 Denison Crescent, Ottawa"
play structure,play structure,junior,yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,unknown,2021-Oct-27 11:30:04 AM,,Bluegrass Park,59 Bluegrass Drive
play structure,play structure,toddler,no,no,no,no,yes,no,no,no,yes,no,yes,yes,no,unknown,2021-Oct-27 11:53:55 AM,,Bob MacQuarrie Recreation Complex - Orléans,"1490 Youville Drive, Gloucester"
play structure,swing,senior,no,no,no,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Feb-24 10:30:55 AM,,Fairfield Park,"49 Appleford Street, Gloucester"
play structure,play structure,senior,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,unknown,2021-Oct-27 10:36:34 AM,,Blue Rock Park,1514 Blue Rock Avenue
play area,play area,junior,no,no,yes,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:36 PM,,Woodroffe Park,"180 Lockhart Avenue, Ottawa"
play structure,saucer swing,junior,no,unknown,no,no,no,no,no,no,no,no,no,no,no,unknown,2022-Feb-24 11:46:46 AM,,Princess Margriet Park,"265 Fairmont Avenue, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:36 PM,,Stinson Park,"80 Queensbury Drive, Nepean"
play area,play area,junior,yes,no,yes,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:36 PM,,Sawmill Creek Pool Park,"3380 D'Aoust Avenue, Gloucester"
play area,play area,junior,no,no,yes,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:36 PM,,Stanstead Park,"861 Stanstead Road, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:36 PM,,Redpine Park,"11 Redpine Drive, Nepean"
play area,play area,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:36 PM,,Totteridge Park,"11 Totteridge Avenue, Nepean"
play area,play area,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:36 PM,,W.C. Bowes Park,"1251 Halton Terrace, Kanata"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:36 PM,,Fairmile Estates Park,"2549 Donnelly Drive, Rideau"
play area,play area,toddler,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:42 PM,,,
play area,mixed,all,no,no,yes,no,yes,no,no,no,no,no,no,no,no,unknown,2021-Dec-08 9:49:08 AM,,Crossing Bridge Park,"27 Hobin Street, Goulbourn"
play area,play area,toddler,no,no,no,no,no,no,no,no,no,no,yes,no,no,unknown,2018-Jan-18 2:54:43 PM,,Fairlea Park,"2989 Fairlea Crescent, Ottawa"
play area,mixed,all,yes,unknown,yes,yes,yes,unknown,unknown,unknown,unknown,unknown,yes,unknown,no,unknown,2021-Dec-01 9:43:24 AM,,Coyote Run Park,"367 West Ridge Drive, Goulbourn"
play area,play area,toddler,no,no,no,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:45 PM,,Sandalwood Park,"2850 Sandalwood Drive, Ottawa"
play structure,merry-go-round,senior,no,no,no,no,no,no,no,no,no,no,yes,no,no,unknown,2021-Dec-07 3:57:58 PM,,Crantham Park,"11 Crantham Crescent, Goulbourn"
play area,play area,toddler,no,no,no,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:45 PM,,Richmond Lions Community Park,"3302 Huntley Road, Goulbourn"
play area,play area,junior,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,unknown,2018-Jan-18 2:54:45 PM,,Portobello Park,"670 Aquaview Drive, Cumberland"
play structure,play structure,junior,yes,no,no,no,yes,no,no,no,no,no,no,no,no,unknown,2021-Nov-01 9:45:24 AM,,Brantwood Park,"39 Onslow Crescent, Ottawa"
play area,play area,toddler,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:49 PM,,Playfair Park,"1801 Playfair Drive, Ottawa"
play structure,swing,junior,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,unknown,2021-Nov-01 10:45:28 AM,,Bramble Lane Park - Ridgewood Tot Lot,"3366 Bramble Lane, Osgoode"
play structure,swing,junior,unknown,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Feb-24 11:45:00 AM,,Princess Margriet Park,"265 Fairmont Avenue, Ottawa"
play area,mixed,all,no,no,yes,unknown,no,no,no,no,no,no,yes,no,no,unknown,2022-Feb-24 10:35:10 AM,,Fairfield Park,"49 Appleford Street, Gloucester"
play structure,ball toss,junior,no,no,no,no,no,no,no,no,no,no,yes,no,no,unknown,2022-Feb-24 10:37:01 AM,,Fairfield Park,"49 Appleford Street, Gloucester"
play area,play area,toddler,no,no,no,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:21 PM,,Fallingbrook Park,"681 Deancourt Crescent, Cumberland"
play structure,play structure,toddler,no,no,no,no,yes,no,no,no,no,no,yes,no,no,unknown,2021-Nov-01 1:05:08 PM,,Brewer Park,"100 Brewer Way, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:21 PM,,Mowat Farm Park,"100 Fable Street, Nepean"
play structure,mixed,all,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,unknown,2021-Nov-01 4:02:34 PM,,Briargreen Park,"9 Parkfield Crescent, Nepean"
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:21 PM,,Wyldwood Park,"24 Wintergreen Drive, Goulbourn"
play structure,slide,toddler,no,no,no,no,yes,no,no,no,no,no,no,no,no,unknown,2022-Feb-24 11:42:45 AM,,Fairlea Park,"2989 Fairlea Crescent, Ottawa"
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:24 PM,,Inverness Park,"76 Inverness Avenue, Nepean"
play structure,ball toss,junior,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,2022-Feb-24 10:36:39 AM,2021-Nov-01 1:34:36 PM,Brewer Park,"100 Brewer Way, Ottawa"
